index,E_PV_batt,E_PV_curt,E_PV_grid,E_PV_load,E_PV_load_autocons,E_PV_load_cons,E_char,E_cons,E_dis,E_grid_batt,E_grid_load,E_loss_Batt,E_loss_conv,E_loss_inv,E_loss_inv_PV,E_loss_inv_batt,E_loss_inv_grid,SOC,E_demand,E_PV,Export_price,Price_furniture,Price_TURPE_E,Price_TURPE_P,Inv_P,Conv_P
2018-01-01 00:00:00-06:00,0.0,0.0,0.0,0.0,0,0,122.522657,1215.137884,0.0,122.522657,1086.166667,9.189199,0.0,6.448561,0.0,0.0,6.448561,113.333458,1086.166667,0.0,0.1,0.05415,0.0131,0.01306,6.448561,0.0
2018-01-01 01:00:00-06:00,0.0,0.0,0.0,0.0,0,0,113.972657,1215.137884,0.0,113.972657,1095.166667,8.547949,0.0,5.998561,0.0,0.0,5.998561,218.758165,1095.166667,0.0,0.1,0.05415,0.0131,0.01306,5.998561,0.0
2018-01-01 02:00:00-06:00,0.0,0.0,0.0,0.0,0,0,101.78099,1215.137884,0.0,101.78099,1108.0,7.633574,0.0,5.356894,0.0,0.0,5.356894,312.905581,1108.0,0.0,0.1,0.05415,0.0131,0.01306,5.356894,0.0
2018-01-01 03:00:00-06:00,0.0,0.0,0.0,0.0,0,0,64.889324,1215.137884,0.0,64.889324,1146.833333,4.866699,0.0,3.415228,0.0,0.0,3.415228,372.928206,1146.833333,0.0,0.1,0.05415,0.0131,0.01306,3.415228,0.0
2018-01-01 04:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1215.137884,7.925034,0.0,1215.137884,0.0,0.0,0.396252,0.0,0.396252,0.0,365.003172,1222.666667,0.0,0.1,0.05415,0.0131,0.01306,8.321286,0.0
2018-01-01 05:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1215.137884,36.872402,0.0,1215.137884,0.0,0.0,1.84362,0.0,1.84362,0.0,328.130769,1250.166667,0.0,0.1,0.05415,0.0131,0.01306,38.716022,0.0
2018-01-01 06:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1215.137884,118.45135,0.0,1215.137884,0.0,0.0,5.922567,0.0,5.922567,0.0,209.67942,1327.666667,0.0,0.1,0.07607,0.021,0.01548,124.373917,0.0
2018-01-01 07:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1215.137884,209.67942,0.0,1215.137884,0.0,0.0,10.483971,0.0,10.483971,0.0,0.0,1414.333333,0.0,0.1,0.07607,0.021,0.01548,220.163391,0.0
2018-01-01 08:00:00-06:00,0.0,4.989632,0.0,363.0,363,0,0.0,1123.666667,0.0,0.0,1123.666667,0.0,7.642105,19.105263,19.105263,0.0,0.0,0.0,1486.666667,394.737,0.1,0.07607,0.021,0.01548,382.105263,370.642105
2018-01-01 09:00:00-06:00,0.0,7.195737,0.0,471.0,471,0,0.0,1055.333333,0.0,0.0,1055.333333,0.0,9.915789,24.789474,24.789474,0.0,0.0,0.0,1526.333333,512.901,0.1,0.08642,0.028,0.01602,495.789474,480.915789
2018-01-01 10:00:00-06:00,0.0,12.653526,0.0,882.0,882,0,0.0,591.333333,0.0,0.0,591.333333,0.0,18.568421,46.421053,46.421053,0.0,0.0,0.0,1473.333333,959.643,0.1,0.08642,0.028,0.01602,928.421053,900.568421
2018-01-01 11:00:00-06:00,0.0,-0.0,0.0,1342.494363,1000,441,611.162966,697.668408,0.0,611.162966,54.338971,45.837222,28.263039,102.82407,70.657598,0.0,32.166472,565.325743,1396.833333,1441.415,0.1,0.07607,0.021,0.01548,1543.82407,1469.263039
2018-01-01 12:00:00-06:00,0.0,-0.0,0.0,1189.775343,1000,277,0.0,120.724657,0.0,0.0,120.724657,0.0,25.047902,62.619755,62.619755,0.0,0.0,565.325743,1310.5,1277.443,0.1,0.07607,0.021,0.01548,1339.619755,1302.047902
2018-01-01 13:00:00-06:00,331.0,40.803789,0.0,1304.0,1000,304,331.0,0.666667,0.0,0.0,0.666667,24.825,34.072632,68.631579,68.631579,0.0,0.0,871.500743,1304.666667,1778.508,0.1,0.07607,0.021,0.01548,1372.631579,1669.072632
2018-01-01 14:00:00-06:00,0.0,10.056789,0.0,677.0,677,0,0.0,586.833333,0.0,0.0,586.833333,0.0,14.252632,35.631579,35.631579,0.0,0.0,871.500743,1263.833333,736.941,0.1,0.07607,0.021,0.01548,712.631579,691.252632
